condition_id,source_condition_id,partition,stage,stratum,parameters_json,phase_deg,snr_db,position_quantile,seed_namespace,noise_realizations,outcomes_generated,pooled_median_normalized_error,pooled_iqr_normalized_error,transform_failures,retention_reasons
DEV-FOR-SWELL-186,DEV-BRO-SWELL-012,development,formal_repeatability,swell,"{""duration_cycles"":5.48430493695443,""event_voltage_pu"":1.1127092361450197}",135.0,40.0,0.041514039794148284,2984928276,100,False,0.42285215989310554,0.1053407033934341,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-187,DEV-BRO-SWELL-014,development,formal_repeatability,swell,"{""duration_cycles"":25.150971603621095,""event_voltage_pu"":1.2877092361450195}",45.0,50.0,0.1591610986176777,1427978814,100,False,0.12035482906105027,0.07725385805586912,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-188,DEV-BRO-SWELL-017,development,formal_repeatability,swell,"{""duration_cycles"":28.428749381398873,""event_voltage_pu"":1.5502092361450197}",0.0,20.0,0.3356316868529718,176471957,100,False,0.12756139730207805,0.05655556612284862,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-189,DEV-BRO-SWELL-018,development,formal_repeatability,swell,"{""duration_cycles"":3.2991197517692465,""event_voltage_pu"":1.3752092361450197}",45.0,20.0,0.3944552162647365,2141858300,100,False,0.14401977440167152,0.12639325871658724,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-190,DEV-BRO-SWELL-026,development,formal_repeatability,swell,"{""duration_cycles"":29.521341973991465,""event_voltage_pu"":1.4189592361450196}",45.0,40.0,0.8650434515588542,1381629834,100,False,0.05790504376411837,0.02831900717992822,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-191,DEV-BRO-SWELL-028,development,formal_repeatability,swell,"{""duration_cycles"":11.31146543078159,""event_voltage_pu"":1.1345842361450196}",135.0,40.0,0.9826905103823836,379245133,100,False,0.4588781919278516,0.1257436431648804,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-192,DEV-BRO-SWELL-030,development,formal_repeatability,swell,"{""duration_cycles"":4.755909875226036,""event_voltage_pu"":1.3095842361450196}",45.0,50.0,0.10379777681836973,2928064653,100,False,0.10337125210068498,0.049054866624764146,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-193,DEV-BRO-SWELL-036,development,formal_repeatability,swell,"{""duration_cycles"":2.5707246900408514,""event_voltage_pu"":1.1783342361450195}",135.0,20.0,0.4567389532889579,1129686371,100,False,0.33241834554484695,0.13907248619284163,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-194,DEV-BRO-SWELL-042,development,formal_repeatability,swell,"{""duration_cycles"":9.126280245596405,""event_voltage_pu"":1.4408342361450197}",45.0,40.0,0.8096801297595462,2760306738,100,False,0.09681620724278886,0.10522431389337095,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-195,DEV-BRO-SWELL-043,development,formal_repeatability,swell,"{""duration_cycles"":18.95961357892974,""event_voltage_pu"":1.7908342361450196}",90.0,40.0,0.8685036591713109,954246632,100,False,0.257879796688678,0.1751320398618879,0,boundary
DEV-FOR-SWELL-196,DEV-BRO-SWELL-044,development,formal_repeatability,swell,"{""duration_cycles"":28.79294691226307,""event_voltage_pu"":1.1072404861450196}",135.0,40.0,0.9273271885830756,3478011102,100,False,0.43053281017970746,0.15143436102124103,0,boundary
DEV-FOR-SWELL-197,DEV-BRO-SWELL-047,development,formal_repeatability,swell,"{""duration_cycles"":23.32998394930011,""event_voltage_pu"":1.6322404861450197}",90.0,50.0,0.10725798443082649,127292995,100,False,0.1260203521356053,0.1433537567426909,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-198,DEV-BRO-SWELL-053,development,formal_repeatability,swell,"{""duration_cycles"":29.885539504855664,""event_voltage_pu"":1.5009904861450196}",0.0,30.0,0.4601991609014147,68538091,100,False,0.09756577310660106,0.05527498841796867,0,boundary
DEV-FOR-SWELL-199,DEV-BRO-SWELL-054,development,formal_repeatability,swell,"{""duration_cycles"":0.5474050741286427,""event_voltage_pu"":1.3259904861450196}",45.0,30.0,0.5190226903131795,1905549760,100,False,0.1319095516135265,0.043207058941947554,0,boundary;fixed_stratified_audit_sample
DEV-FOR-SWELL-200,DEV-BRO-SWELL-057,development,formal_repeatability,swell,"{""duration_cycles"":3.8251828519064204,""event_voltage_pu"":1.5884904861450195}",0.0,40.0,0.6954932785484736,3622618715,100,False,0.16943615004142637,0.01477458211084312,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-201,DEV-BRO-SWELL-062,development,formal_repeatability,swell,"{""duration_cycles"":26.769627296350862,""event_voltage_pu"":1.3041154861450197}",45.0,50.0,0.9896109256072971,1981345337,100,False,0.09834692107469362,0.05269774951787963,0,fixed_stratified_audit_sample
DEV-FOR-SWELL-202,DEV-BRO-SWELL-069,development,formal_repeatability,swell,"{""duration_cycles"":8.19555322227679,""event_voltage_pu"":1.5228654861450197}",0.0,30.0,0.40483583910210674,227641230,100,False,0.10732981906564878,0.06052073625754362,0,fixed_stratified_audit_sample
